construction,item_set,noop,cell_weight,cntry,year,n_cell,n_eff_cell,outcome,value
share,un,split,design,SE,2005,2042,1905.461106570754,mcomm,0.1926794472290255
share,un,split,design,SE,2006,1005,894.4671117961785,mcomm,0.1716210951772916
share,un,split,design,SE,2007,992,803.1093431025282,mcomm,0.14378356925776292
share,un,split,design,SE,2008,1973,1746.9013820444115,mcomm,0.14873554853828178
share,un,split,design,SE,2009,1020,786.9224821683139,mcomm,0.12063541539949969
share,un,split,design,SE,2010,2027,1557.1521007322028,mcomm,0.12442214939380085
share,un,split,design,SE,2011,2036,1469.5894363076495,mcomm,0.11355543690470707
share,un,split,design,SE,2012,2004,1393.876387673998,mcomm,0.11057197783732149
share,un,split,design,SE,2013,993,640.1273107947,mcomm,0.12045826244192462
share,un,split,design,SI,2004,965,911.7072161759236,mcomm,0.15120781479925177
share,un,split,design,SI,2005,1973,1885.9885822151005,mcomm,0.17369041198380988
share,un,split,design,SI,2006,975,931.8340453250565,mcomm,0.14275754191306653
share,un,split,design,SI,2007,965,888.3237488746283,mcomm,0.16259089085494846
share,un,split,design,SI,2008,1920,1764.5715176002443,mcomm,0.18889939997703684
share,un,split,design,SI,2009,987,921.6443132700639,mcomm,0.1902014986531685
share,un,split,design,SI,2010,1939,1806.3730758725226,mcomm,0.1721927278792146
share,un,split,design,SI,2011,1965,1836.137833956316,mcomm,0.15886657698851894
share,un,split,design,SI,2012,1918,1853.7366640268065,mcomm,0.15584257428974274
share,un,split,design,SI,2013,965,929.5479410080549,mcomm,0.18061635537569037
share,un,split,design,SK,2004,1209,957.0777779948061,mcomm,0.1734157866040312
share,un,split,design,SK,2005,2143,1776.2735672528504,mcomm,0.17507347517033459
share,un,split,design,SK,2006,1056,918.2880276341359,mcomm,0.15139036989716834
share,un,split,design,SK,2007,1092,835.6366259177072,mcomm,0.15191822312976586
share,un,split,design,SK,2008,2002,1608.301744610685,mcomm,0.15916298224965508
share,un,split,design,SK,2009,989,830.7164433314066,mcomm,0.1582433808678478
share,un,split,design,SK,2010,1948,1727.1792440165038,mcomm,0.17202527927121095
share,un,split,design,SK,2011,1890,1659.7108292559185,mcomm,0.17442099153334278
share,un,split,design,SK,2012,1867,1656.750252064577,mcomm,0.16627095012822887
share,un,split,design,SK,2013,922,778.1156054946089,mcomm,0.15971408843390597
share,un,split,design,AT,2004,1953,1197.638054518842,mcosmo,0.4142639535727961
share,un,split,design,AT,2005,1969,1704.4984504272006,mcosmo,0.4096198636902934
share,un,split,design,AT,2006,989,850.7407531326061,mcosmo,0.3995112060722497
share,un,split,design,AT,2007,987,872.1529679884748,mcosmo,0.415428819151414
share,un,split,design,AT,2008,1942,1705.9044932947807,mcosmo,0.4064726832208311
share,un,split,design,AT,2009,1013,969.1716268322032,mcosmo,0.4116602800045816
share,un,split,design,AT,2010,1969,1841.5448949863498,mcosmo,0.37547888625401576
share,un,split,design,AT,2011,1968,1782.5901032258898,mcosmo,0.38238601946125916
share,un,split,design,AT,2012,1962,1777.1651934879897,mcosmo,0.3823612231771503
share,un,split,design,AT,2013,973,831.6667546462915,mcosmo,0.4216290394347144
share,un,split,design,BE,2004,1858,1770.8347088106277,mcosmo,0.5483889049707222
share,un,split,design,BE,2005,1955,1848.0605060721691,mcosmo,0.5557785670659058
share,un,split,design,BE,2006,980,915.2535105810274,mcosmo,0.5761616161682198
share,un,split,design,BE,2007,974,948.0130370136554,mcosmo,0.5650750292979677
share,un,split,design,BE,2008,1954,1801.4125767193086,mcosmo,0.5643538329614959
share,un,split,design,BE,2009,950,899.0480975224673,mcosmo,0.5194567514180052
share,un,split,design,BE,2010,1923,1817.9363947439317,mcosmo,0.513007612517977
share,un,split,design,BE,2011,1968,1779.047180552682,mcosmo,0.5105006738640404
share,un,split,design,BE,2012,1975,1833.9537546850927,mcosmo,0.4699896457644116
share,un,split,design,BE,2013,926,871.9747361321342,mcosmo,0.4971063326705827
share,un,split,design,BG,2004,907,869.222696117573,mcosmo,0.5614871418471438
share,un,split,design,BG,2005,1856,1810.456277953649,mcosmo,0.5602756849045037
share,un,split,design,BG,2006,935,910.3648512791111,mcosmo,0.5500345334150656
share,un,split,design,BG,2007,970,913.2553784791447,mcosmo,0.6649727810505626
share,un,split,design,BG,2008,1819,1721.8314992418793,mcosmo,0.6597689786518315
share,un,split,design,BG,2009,953,908.3605715957807,mcosmo,0.6559043246929062
share,un,split,design,BG,2010,1897,1830.5785482617177,mcosmo,0.6484050636115243
share,un,split,design,BG,2011,1903,1754.223312219645,mcosmo,0.6647571259731321
share,un,split,design,BG,2012,1936,1820.520086181007,mcosmo,0.6698941343574425
share,un,split,design,BG,2013,953,874.0784669082261,mcosmo,0.6938299439634961
share,un,split,design,CY,2004,484,423.91193738710086,mcosmo,0.6331353054846632
share,un,split,design,CY,2005,995,881.7741265729895,mcosmo,0.6262205017420467
share,un,split,design,CY,2006,489,450.9714697861572,mcosmo,0.6459465253883401
share,un,split,design,CY,2007,493,421.30409413520397,mcosmo,0.565459639522799
share,un,split,design,CY,2008,984,747.6909576926483,mcosmo,0.6005590837325591
share,un,split,design,CY,2009,502,433.45837932140284,mcosmo,0.542985953500474
share,un,split,design,CY,2010,991,985.0242530196476,mcosmo,0.5230832599036699
share,un,split,design,CY,2011,986,983.8029463709464,mcosmo,0.5174942028208961
share,un,split,design,CY,2012,990,988.8420236836422,mcosmo,0.43080359832803833
share,un,split,design,CY,2013,492,491.4977118874109,mcosmo,0.4491141058919402
share,un,split,design,CZ,2004,1047,802.6034700761381,mcosmo,0.5354765245155324
share,un,split,design,CZ,2005,2172,1876.0568167218826,mcosmo,0.5393697903380493
share,un,split,design,CZ,2006,1027,878.117248611711,mcosmo,0.5678839595560979
share,un,split,design,CZ,2007,1013,853.9453466800078,mcosmo,0.5557275572753966
share,un,split,design,CZ,2008,1932,1559.7116120927176,mcosmo,0.55818317551272
share,un,split,design,CZ,2009,1017,925.3763705124143,mcosmo,0.5537293966182644
share,un,split,design,CZ,2010,1966,1851.0368706986942,mcosmo,0.5054355958523413
share,un,split,design,CZ,2011,1936,1860.7424885485148,mcosmo,0.4648892840673481
share,un,split,design,CZ,2012,1899,1744.918152916987,mcosmo,0.47629713397594126
share,un,split,design,CZ,2013,942,892.5025048047618,mcosmo,0.48616413429096944
share,un,split,design,DE,2004,3475,3023.1604273562266,mcosmo,0.49701682812815334
share,un,split,design,DE,2005,2989,2373.7602276391945,mcosmo,0.5354905497903222
share,un,split,design,DE,2006,1492,1180.4821775817047,mcosmo,0.5451057155452464
share,un,split,design,DE,2007,1477,1193.8960051878896,mcosmo,0.5508256569325704
share,un,split,design,DE,2008,2964,2371.9707268074994,mcosmo,0.5162707275918886
share,un,split,design,DE,2009,1455,1102.2645303958739,mcosmo,0.548921898425651
share,un,split,design,DE,2010,3020,2357.18742663944,mcosmo,0.4872239593381271
share,un,split,design,DE,2011,2974,2262.655557969292,mcosmo,0.4783123639959369
share,un,split,design,DE,2012,2987,2380.0925472081826,mcosmo,0.4807935853907322
share,un,split,design,DE,2013,1504,1189.9312480436486,mcosmo,0.47280920378270247
share,un,split,design,DK,2004,1965,1845.4134740259474,mcosmo,0.49613759276109604
share,un,split,design,DK,2005,2035,1792.8139296252234,mcosmo,0.5212974933455722
share,un,split,design,DK,2006,982,853.280318042004,mcosmo,0.5298649340349937
share,un,split,design,DK,2007,984,924.228308525903,mcosmo,0.5709670945867906
share,un,split,design,DK,2008,1994,1824.1777792529986,mcosmo,0.5532976545834009
share,un,split,design,DK,2009,984,882.7850607939249,mcosmo,0.5152159213289527
share,un,split,design,DK,2010,2006,1758.342346797527,mcosmo,0.5320091445248516
share,un,split,design,DK,2011,1970,1763.6968230154703,mcosmo,0.5527055601329732
share,un,split,design,DK,2012,1958,1637.9640301451636,mcosmo,0.5629540157967512
share,un,split,design,DK,2013,989,868.7224500728175,mcosmo,0.558242159070464
share,un,split,design,EE,2004,948,873.3374552955705,mcosmo,0.47837801137654995
share,un,split,design,EE,2005,1859,1677.3207819925922,mcosmo,0.475981464943791
share,un,split,design,EE,2006,919,848.184687595589,mcosmo,0.48385674031741965
share,un,split,design,EE,2007,943,867.041983991144,mcosmo,0.6570435032919235
share,un,split,design,EE,2008,1833,1708.7710038072635,mcosmo,0.674036109452567
share,un,split,design,EE,2009,937,901.8987776461178,mcosmo,0.6715969095391228
share,un,split,design,EE,2010,1830,1761.506530887584,mcosmo,0.6558504763459319
share,un,split,design,EE,2011,1845,1717.1600841234235,mcosmo,0.6104121421424206
share,un,split,design,EE,2012,1851,1706.566207059229,mcosmo,0.6270197257948117
share,un,split,design,EE,2013,897,813.2645083644685,mcosmo,0.6349431446092221
share,un,split,design,ES,2004,1795,1732.928198401844,mcosmo,0.6412949439215795
share,un,split,design,ES,2005,1658,1573.7671234875065,mcosmo,0.6415281237399176
share,un,split,design,ES,2006,812,755.2914086126199,mcosmo,0.6227410408821462
share,un,split,design,ES,2007,861,789.1839967330422,mcosmo,0.596524250035786
share,un,split,design,ES,2008,1696,1602.3663234387202,mcosmo,0.6122149711035333
share,un,split,design,ES,2009,938,904.1584409642176,mcosmo,0.6590032893595962
share,un,split,design,ES,2010,1666,1636.07203866212,mcosmo,0.5689884475524691
share,un,split,design,ES,2011,1681,1650.9986849347893,mcosmo,0.5593973512834485
share,un,split,design,ES,2012,1656,1632.406241941157,mcosmo,0.5262247971073791
share,un,split,design,ES,2013,822,801.467906163277,mcosmo,0.49762622015699803
share,un,split,design,FI,2004,1949,1811.6406772510657,mcosmo,0.5194282408405646
share,un,split,design,FI,2005,1989,1766.8963306662715,mcosmo,0.5048932528020112
share,un,split,design,FI,2006,971,883.5583641112645,mcosmo,0.49247623115320316
share,un,split,design,FI,2007,992,854.6209468096565,mcosmo,0.530826220027776
share,un,split,design,FI,2008,1913,1650.6302079966445,mcosmo,0.5274305942710641
share,un,split,design,FI,2009,980,900.1522402134818,mcosmo,0.5275856066214571
share,un,split,design,FI,2010,1936,1688.7267211784801,mcosmo,0.5153478006534855
share,un,split,design,FI,2011,1940,1561.048714105934,mcosmo,0.5371464191983953
share,un,split,design,FI,2012,1924,1316.8512133873678,mcosmo,0.5124624795719127
share,un,split,design,FI,2013,921,542.828867107798,mcosmo,0.5257009837367417
share,un,split,design,FR,2004,1957,1919.179212461089,mcosmo,0.5974042277408964
share,un,split,design,FR,2005,1943,1841.767498628717,mcosmo,0.6075137673263689
share,un,split,design,FR,2006,987,909.0200337906962,mcosmo,0.6165420407525518
share,un,split,design,FR,2007,983,940.8050172817418,mcosmo,0.6070071603420758
share,un,split,design,FR,2008,1977,1868.150386078132,mcosmo,0.6334724778368294
share,un,split,design,FR,2009,961,907.5160398854447,mcosmo,0.5976366564713819
share,un,split,design,FR,2010,1961,1818.3441922007537,mcosmo,0.5961569016868751
share,un,split,design,FR,2011,1954,1824.1589183814622,mcosmo,0.5547332425138476
share,un,split,design,FR,2012,1940,1791.7541222070788,mcosmo,0.568863114635461
share,un,split,design,FR,2013,961,875.8629960937446,mcosmo,0.5546637058820734
share,un,split,design,GB,2004,2317,2059.00170395763,mcosmo,0.44431711180081507
share,un,split,design,GB,2005,2291,2020.9641983022277,mcosmo,0.4408356670263817
share,un,split,design,GB,2006,1146,1039.1319834432938,mcosmo,0.4453674057565011
share,un,split,design,GB,2007,1136,1005.8166332146818,mcosmo,0.454987052457632
share,un,split,design,GB,2008,2180,1936.749658066393,mcosmo,0.41849171006905234
share,un,split,design,GB,2009,1132,1058.301350141085,mcosmo,0.4390569280905186
share,un,split,design,GB,2010,2229,2004.2442318874917,mcosmo,0.4026664925286751
share,un,split,design,GB,2011,2247,2064.406269390617,mcosmo,0.38104278185840007
share,un,split,design,GB,2012,2214,1916.0899894670106,mcosmo,0.38181171615583154
share,un,split,design,GB,2013,1139,1000.9210566286872,mcosmo,0.4239418084471581
share,un,split,design,GR,2004,1859,1775.0309556063328,mcosmo,0.6260220879421946
share,un,split,design,GR,2005,1924,1739.1331436272358,mcosmo,0.6049128622219412
share,un,split,design,GR,2006,964,858.3090526996615,mcosmo,0.6311726629143137
share,un,split,design,GR,2007,971,908.5592091830077,mcosmo,0.649747322206408
share,un,split,design,GR,2008,1929,1861.5648501274827,mcosmo,0.5996122824564388
share,un,split,design,GR,2009,945,899.7259738948417,mcosmo,0.6045363751843807
share,un,split,design,GR,2010,1812,1753.2747252332122,mcosmo,0.5428704530231083
share,un,split,design,GR,2011,1834,1757.4500392778891,mcosmo,0.5032434691405594
share,un,split,design,GR,2012,1783,1703.1210103092067,mcosmo,0.5028959604381613
share,un,split,design,GR,2013,870,835.7417623314277,mcosmo,0.4900266818683714
share,un,split,design,HU,2004,951,816.9434929609741,mcosmo,0.5806176553141897
share,un,split,design,HU,2005,1864,1642.8022489871814,mcosmo,0.602562204664799
share,un,split,design,HU,2006,936,819.3985829021993,mcosmo,0.6345236711607636
share,un,split,design,HU,2007,964,854.3690408224841,mcosmo,0.5972272735804208
share,un,split,design,HU,2008,1846,1681.8813450287078,mcosmo,0.6134975199195285
share,un,split,design,HU,2009,940,832.6740285741538,mcosmo,0.5731060583977898
share,un,split,design,HU,2010,1887,1756.4380441486164,mcosmo,0.6234419708836738
share,un,split,design,HU,2011,1842,1747.85192006795,mcosmo,0.5710403910201794
share,un,split,design,HU,2012,1868,1761.6757419417531,mcosmo,0.5578595698352051
share,un,split,design,HU,2013,946,867.8564362093067,mcosmo,0.5963236648967132
share,un,split,design,IE,2004,1792,1636.7919857264556,mcosmo,0.5510483670731894
share,un,split,design,IE,2005,1878,1722.2180215529831,mcosmo,0.5502299550322531
share,un,split,design,IE,2006,954,880.4194211330695,mcosmo,0.5751873719364045
share,un,split,design,IE,2007,932,870.2761785884676,mcosmo,0.571511918514922
share,un,split,design,IE,2008,1821,1644.703411201421,mcosmo,0.579364546392961
share,un,split,design,IE,2009,934,860.1254971435785,mcosmo,0.5797765224628595
share,un,split,design,IE,2010,1848,1637.3410103219553,mcosmo,0.552552030455247
share,un,split,design,IE,2011,1826,1677.9577541542349,mcosmo,0.5400181989621728
share,un,split,design,IE,2012,1777,1549.1223316569046,mcosmo,0.5138594696801143
share,un,split,design,IE,2013,892,802.850888659167,mcosmo,0.5018505331625591
share,un,split,design,IT,2004,1889,1629.8553594151415,mcosmo,0.6550475556367682
share,un,split,design,IT,2005,1845,1520.756164345381,mcosmo,0.622431807607205
share,un,split,design,IT,2006,891,686.2699920813852,mcosmo,0.6694506774424316
share,un,split,design,IT,2007,928,764.7825943852814,mcosmo,0.617717943585299
share,un,split,design,IT,2008,1851,1547.5313474108445,mcosmo,0.5746510519677255
share,un,split,design,IT,2009,978,942.5460644091874,mcosmo,0.6099027545670861
share,un,split,design,IT,2010,1839,1777.3232251763459,mcosmo,0.6063208055905756
share,un,split,design,IT,2011,1843,1739.905707183304,mcosmo,0.5422964482976996
share,un,split,design,IT,2012,1778,1680.12799846681,mcosmo,0.5171269310842063
share,un,split,design,IT,2013,889,867.1291247992664,mcosmo,0.52742016527729
share,un,split,design,LT,2004,924,863.1439124333326,mcosmo,0.5728879913813096
share,un,split,design,LT,2005,1815,1657.8890369532546,mcosmo,0.5919882378405407
share,un,split,design,LT,2006,933,845.6910180347917,mcosmo,0.6143093221935054
share,un,split,design,LT,2007,977,929.5205976621626,mcosmo,0.6279641435851074
share,un,split,design,LT,2008,1917,1847.8121864344275,mcosmo,0.6433854263789327
share,un,split,design,LT,2009,969,951.5133717913908,mcosmo,0.6140028538127879
share,un,split,design,LT,2010,1902,1852.6019275914905,mcosmo,0.6313909592508388
share,un,split,design,LT,2011,1927,1894.590112199824,mcosmo,0.6100505269132939
share,un,split,design,LT,2012,1901,1863.2921826522238,mcosmo,0.6286706635651403
share,un,split,design,LT,2013,956,931.4845895574415,mcosmo,0.6502567172636697
share,un,split,design,LU,2004,1095,1055.182657731742,mcosmo,0.5553746236602928
share,un,split,design,LU,2005,994,871.1164345041216,mcosmo,0.5736925339435538
share,un,split,design,LU,2006,491,451.78621682703647,mcosmo,0.543264603597165
share,un,split,design,LU,2007,498,459.7273690748722,mcosmo,0.5888502942464294
share,un,split,design,LU,2008,968,866.7066107551395,mcosmo,0.5736246259233664
share,un,split,design,LU,2009,497,392.36930873011136,mcosmo,0.6873691783617003
share,un,split,design,LU,2010,986,830.8407491251946,mcosmo,0.6251292484960408
share,un,split,design,LU,2011,976,859.6877025547541,mcosmo,0.6360740368441532
share,un,split,design,LU,2012,980,905.6866693650547,mcosmo,0.6231803539919746
share,un,split,design,LU,2013,482,445.8670212095592,mcosmo,0.5701215431633022
share,un,split,design,LV,2004,930,841.820698882555,mcosmo,0.4493376021032329
share,un,split,design,LV,2005,1869,1714.0809710169517,mcosmo,0.5211320179390102
share,un,split,design,LV,2006,927,826.3345517030654,mcosmo,0.6465361929585853
share,un,split,design,LV,2007,940,893.9431176565763,mcosmo,0.6385136238581579
share,un,split,design,LV,2008,1872,1769.3832597515755,mcosmo,0.5337266624412188
share,un,split,design,LV,2009,946,924.5725026101944,mcosmo,0.5913138496428632
share,un,split,design,LV,2010,1841,1808.690968180935,mcosmo,0.6326342831296777
share,un,split,design,LV,2011,1830,1796.8383840017582,mcosmo,0.6199293806713747
share,un,split,design,LV,2012,1822,1784.6745560592253,mcosmo,0.6487053970049147
share,un,split,design,LV,2013,911,877.3825049713311,mcosmo,0.6261050447265263
share,un,split,design,MT,2004,476,372.16944334095194,mcosmo,0.6203955856577045
share,un,split,design,MT,2005,930,764.6304625115113,mcosmo,0.6138773127963489
share,un,split,design,MT,2006,462,334.9376109515359,mcosmo,0.5750892602605155
share,un,split,design,MT,2007,459,343.08354139118813,mcosmo,0.6518790845733842
share,un,split,design,MT,2008,900,614.3183078706503,mcosmo,0.6490153983884352
share,un,split,design,MT,2009,444,358.68668837768877,mcosmo,0.6248726266156491
share,un,split,design,MT,2010,920,792.4492116288035,mcosmo,0.617345157152367
share,un,split,design,MT,2011,877,687.6062304956083,mcosmo,0.6188506949746656
share,un,split,design,MT,2012,911,692.0047216110283,mcosmo,0.6258507417724846
share,un,split,design,MT,2013,438,319.32675431953106,mcosmo,0.6283793791904316
share,un,split,design,NL,2004,1957,1816.703891368497,mcosmo,0.52609990229432535
share,un,split,design,NL,2005,1995,1720.251993938099,mcosmo,0.5410357113320301
share,un,split,design,NL,2006,982,881.8696670835923,mcosmo,0.5459534957979604
share,un,split,design,NL,2007,969,849.7943344502149,mcosmo,0.5391958301842601
share,un,split,design,NL,2008,2007,1536.1072598162455,mcosmo,0.5721587068981756
share,un,split,design,NL,2009,964,796.4297994895848,mcosmo,0.5592063027573332
share,un,split,design,NL,2010,1979,1752.2115996648172,mcosmo,0.5633908198364049
share,un,split,design,NL,2011,1940,1695.476453237201,mcosmo,0.5200980328394236
share,un,split,design,NL,2012,1971,1710.1191992930665,mcosmo,0.5414904205642169
share,un,split,design,NL,2013,983,819.289211818663,mcosmo,0.49883301627496507
share,un,split,design,PL,2004,936,901.9233307991575,mcosmo,0.6612816336592218
share,un,split,design,PL,2005,1861,1775.8602992378273,mcosmo,0.6617613550447666
share,un,split,design,PL,2006,932,884.4531921719788,mcosmo,0.7074800702255462
share,un,split,design,PL,2007,943,881.7100898792685,mcosmo,0.7176205203289528
share,un,split,design,PL,2008,1828,1691.8735421947276,mcosmo,0.7114441330527531
share,un,split,design,PL,2009,885,815.7570561698656,mcosmo,0.6777330613901142
share,un,split,design,PL,2010,1776,1575.1446634885574,mcosmo,0.6796276793525243
share,un,split,design,PL,2011,1771,1627.8086949850854,mcosmo,0.6580177257287395
share,un,split,design,PL,2012,1786,1643.2047130286005,mcosmo,0.6325603537791811
share,un,split,design,PL,2013,895,796.9145557590459,mcosmo,0.6431858240433846
share,un,split,design,PT,2004,1644,1556.204187395961,mcosmo,0.5712865980528524
share,un,split,design,PT,2005,1681,1431.4208182052525,mcosmo,0.6083371528661086
share,un,split,design,PT,2006,784,663.351451814162,mcosmo,0.5645975603812805
share,un,split,design,PT,2007,856,830.2087486837361,mcosmo,0.6299420671386534
share,un,split,design,PT,2008,1702,1669.4970859245304,mcosmo,0.5588454664250226
share,un,split,design,PT,2009,896,872.6269419869027,mcosmo,0.5557924157189603
share,un,split,design,PT,2010,1699,1641.0083885540566,mcosmo,0.5301448547950527
share,un,split,design,PT,2011,1707,1667.701603133528,mcosmo,0.4783175311304828
share,un,split,design,PT,2012,1642,1593.598784966542,mcosmo,0.4669260032360123
share,un,split,design,PT,2013,815,792.9795959717951,mcosmo,0.4803519295409399
share,un,split,design,RO,2004,977,971.0738603546424,mcosmo,0.6479152376245999
share,un,split,design,RO,2005,1891,1677.0243811947282,mcosmo,0.6299950944487376
share,un,split,design,RO,2006,895,857.6441362433978,mcosmo,0.627387554566596
share,un,split,design,RO,2007,963,920.6932688180691,mcosmo,0.6534897498671691
share,un,split,design,RO,2008,1953,1848.0465440786481,mcosmo,0.631160226361622
share,un,split,design,RO,2009,955,905.978115780237,mcosmo,0.6277717441806612
share,un,split,design,RO,2010,1893,1815.2231900766094,mcosmo,0.6320866047852803
share,un,split,design,RO,2011,1865,1793.5570095529422,mcosmo,0.6346291844179379
share,un,split,design,RO,2012,1954,1857.1110069687486,mcosmo,0.6299338899538532
share,un,split,design,RO,2013,1022,965.9532999101766,mcosmo,0.6309741810685451
share,un,split,design,SE,2004,1981,1944.7699163754928,mcosmo,0.49019058819491157
share,un,split,design,SE,2005,2042,1905.461106570754,mcosmo,0.5170149242187333
share,un,split,design,SE,2006,1005,894.4671117961785,mcosmo,0.5629980627743787
share,un,split,design,SE,2007,992,803.1093431025282,mcosmo,0.5635196477390451
share,un,split,design,SE,2008,1973,1746.9013820444115,mcosmo,0.585660299637208
share,un,split,design,SE,2009,1020,786.9224821683139,mcosmo,0.6053858445812935
share,un,split,design,SE,2010,2027,1557.1521007322028,mcosmo,0.5790881745808041
share,un,split,design,SE,2011,2036,1469.5894363076495,mcosmo,0.602504331203607
share,un,split,design,SE,2012,2004,1393.876387673998,mcosmo,0.5746239087856799
share,un,split,design,SE,2013,993,640.1273107947,mcosmo,0.5550735914087453
share,un,split,design,SI,2004,965,911.7072161759236,mcosmo,0.5705319571562105
share,un,split,design,SI,2005,1973,1885.9885822151005,mcosmo,0.5570829707880025
share,un,split,design,SI,2006,975,931.8340453250565,mcosmo,0.5751992402152735
share,un,split,design,SI,2007,965,888.3237488746283,mcosmo,0.5770875909055809
share,un,split,design,SI,2008,1920,1764.5715176002443,mcosmo,0.5403624587969853
share,un,split,design,SI,2009,987,921.6443132700639,mcosmo,0.5349283804243901
share,un,split,design,SI,2010,1939,1806.3730758725226,mcosmo,0.5240311399868594
share,un,split,design,SI,2011,1965,1836.137833956316,mcosmo,0.5290445216991443
share,un,split,design,SI,2012,1918,1853.7366640268065,mcosmo,0.5290258497008569
share,un,split,design,SI,2013,965,929.5479410080549,mcosmo,0.49506520781159313
share,un,split,design,SK,2004,1209,957.0777779948061,mcosmo,0.5562813056818053
share,un,split,design,SK,2005,2143,1776.2735672528504,mcosmo,0.5534992505020019
share,un,split,design,SK,2006,1056,918.2880276341359,mcosmo,0.5952559626684428
share,un,split,design,SK,2007,1092,835.6366259177072,mcosmo,0.6076993522723685
share,un,split,design,SK,2008,2002,1608.301744610685,mcosmo,0.586299594448612
share,un,split,design,SK,2009,989,830.7164433314066,mcosmo,0.6179067145525032
share,un,split,design,SK,2010,1948,1727.1792440165038,mcosmo,0.5824137994554267
share,un,split,design,SK,2011,1890,1659.7108292559185,mcosmo,0.5535639895147696
share,un,split,design,SK,2012,1867,1656.750252064577,mcosmo,0.5455188508397184
share,un,split,design,SK,2013,922,778.1156054946089,mcosmo,0.5571859107217283
share,un,split,design,AT,2004,1953,1197.638054518842,mlib,0.24094149225033082
share,un,split,design,AT,2005,1969,1704.4984504272006,mlib,0.23493400407523146
share,un,split,design,AT,2006,989,850.7407531326061,mlib,0.25254779026008084
share,un,split,design,AT,2007,987,872.1529679884748,mlib,0.22178373621873848
share,un,split,design,AT,2008,1942,1705.9044932947807,mlib,0.2402878828152472
share,un,split,design,AT,2009,1013,969.1716268322032,mlib,0.2151813763445035
share,un,split,design,AT,2010,1969,1841.5448949863498,mlib,0.25210405270524805
share,un,split,design,AT,2011,1968,1782.5901032258898,mlib,0.2483443141028551
share,un,split,design,AT,2012,1962,1777.1651934879897,mlib,0.25538979090303787
share,un,split,design,AT,2013,973,831.6667546462915,mlib,0.241421331422746
share,un,split,design,BE,2004,1858,1770.8347088106277,mlib,0.13844894488618326
share,un,split,design,BE,2005,1955,1848.0605060721691,mlib,0.14065883107034585
share,un,split,design,BE,2006,980,915.2535105810274,mlib,0.12799543468377572
share,un,split,design,BE,2007,974,948.0130370136554,mlib,0.12169387213644077
share,un,split,design,BE,2008,1954,1801.4125767193086,mlib,0.12042289114829861
share,un,split,design,BE,2009,950,899.0480975224673,mlib,0.1742531426875115
share,un,split,design,BE,2010,1923,1817.9363947439317,mlib,0.17143535706648227
share,un,split,design,BE,2011,1968,1779.047180552682,mlib,0.1860888263665966
share,un,split,design,BE,2012,1975,1833.9537546850927,mlib,0.1992632317976084
share,un,split,design,BE,2013,926,871.9747361321342,mlib,0.1982480763042389
share,un,split,design,BG,2004,907,869.222696117573,mlib,0.06390264689008941
share,un,split,design,BG,2005,1856,1810.456277953649,mlib,0.0619239683502993
share,un,split,design,BG,2006,935,910.3648512791111,mlib,0.054084011579796414
share,un,split,design,BG,2007,970,913.2553784791447,mlib,0.04917137746643624
share,un,split,design,BG,2008,1819,1721.8314992418793,mlib,0.05408486370622193
share,un,split,design,BG,2009,953,908.3605715957807,mlib,0.049359410783526285
share,un,split,design,BG,2010,1897,1830.5785482617177,mlib,0.0768123708992455
share,un,split,design,BG,2011,1903,1754.223312219645,mlib,0.07174671118286916
share,un,split,design,BG,2012,1936,1820.520086181007,mlib,0.08561362330010598
share,un,split,design,BG,2013,953,874.0784669082261,mlib,0.08572651718545325
share,un,split,design,CY,2004,484,423.91193738710086,mlib,0.08498312620922378
share,un,split,design,CY,2005,995,881.7741265729895,mlib,0.07209868923023124
share,un,split,design,CY,2006,489,450.9714697861572,mlib,0.07196653532387776
share,un,split,design,CY,2007,493,421.30409413520397,mlib,0.07679540469323352
share,un,split,design,CY,2008,984,747.6909576926483,mlib,0.0696919063114429
share,un,split,design,CY,2009,502,433.45837932140284,mlib,0.06533716749892331
share,un,split,design,CY,2010,991,985.0242530196476,mlib,0.0916856561106746
share,un,split,design,CY,2011,986,983.8029463709464,mlib,0.07841324070211042
share,un,split,design,CY,2012,990,988.8420236836422,mlib,0.11512141426660555
share,un,split,design,CY,2013,492,491.4977118874109,mlib,0.1127121256846573
share,un,split,design,CZ,2004,1047,802.6034700761381,mlib,0.16327909760011497
share,un,split,design,CZ,2005,2172,1876.0568167218826,mlib,0.17704411088076116
share,un,split,design,CZ,2006,1027,878.117248611711,mlib,0.15862442714737682
share,un,split,design,CZ,2007,1013,853.9453466800078,mlib,0.1663201230658327
share,un,split,design,CZ,2008,1932,1559.7116120927176,mlib,0.15566221134445082
share,un,split,design,CZ,2009,1017,925.3763705124143,mlib,0.16595350297459094
share,un,split,design,CZ,2010,1966,1851.0368706986942,mlib,0.2195012260343627
share,un,split,design,CZ,2011,1936,1860.7424885485148,mlib,0.2503472104254314
share,un,split,design,CZ,2012,1899,1744.918152916987,mlib,0.2830334585522022
share,un,split,design,CZ,2013,942,892.5025048047618,mlib,0.29555204729434287
share,un,split,design,DE,2004,3475,3023.1604273562266,mlib,0.20581288298321412
share,un,split,design,DE,2005,2989,2373.7602276391945,mlib,0.1851620869098944
share,un,split,design,DE,2006,1492,1180.4821775817047,mlib,0.20029003077605584
share,un,split,design,DE,2007,1477,1193.8960051878896,mlib,0.21844428632920435
